10338234;NA_10338234
10338235;NA_10338235
10338236;NA_10338236
10338237;ENSMUSG00000008855
10338238;NA_10338238
10338239;NA_10338239
10338240;NA_10338240
10338241;NA_10338241
10338242;ENSMUSG00000022898
10338243;NA_10338243
10338244;ENSMUSG00000025224
10338245;NA_10338245
10338246;NA_10338246
10338247;NA_10338247
10338248;NA_10338248
10338249;ENSMUSG00000005442
10338250;NA_10338250
10338251;ENSMUSG00000020459
10338252;ENSMUSG00000014355
10338253;NA_10338253
10338254;ENSMUSG00000034820
10338255;NA_10338255
10338256;NA_10338256
10338257;NA_10338257
10338258;NA_10338258
10338259;NA_10338259
10338260;NA_10338260
10338261;NA_10338261
10338262;NA_10338262
10338263;ENSMUSG00000029405
10338264;NA_10338264
10338265;NA_10338265
10338266;NA_10338266
10338267;ENSMUSG00000037373
10338268;ENSMUSG00000038160
10338269;NA_10338269
10338270;NA_10338270
10338271;ENSMUSG00000093575
10338272;ENSMUSG00000005442
10338273;NA_10338273
10338274;NA_10338274
10338275;ENSMUSG00000021556
10338276;NA_10338276
10338277;NA_10338277
10338278;NA_10338278
10338279;NA_10338279
10338280;ENSMUSG00000021266
10338281;NA_10338281
10338282;ENSMUSG00000008855
10338283;ENSMUSG00000026810
10338284;NA_10338284
10338285;NA_10338285
10338286;ENSMUSG00000021282
10338287;NA_10338287
10338288;NA_10338288
10338289;NA_10338289
10338290;ENSMUSG00000001158
10338291;NA_10338291
10338292;ENSMUSG00000027598
10338293;ENSMUSG00000015341
10338294;NA_10338294
10338295;ENSMUSG00000005982
10338296;ENSMUSG00000067851
10338297;NA_10338297
10338298;ENSMUSG00000026553
10338299;NA_10338299
10338300;NA_10338300
10338301;NA_10338301
10338302;ENSMUSG00000041645
10338303;ENSMUSG00000067851
10338304;ENSMUSG00000029405
10338305;NA_10338305
10338306;ENSMUSG00000024309
10338307;NA_10338307
10338308;NA_10338308
10338309;ENSMUSG00000025224
10338310;NA_10338310
10338311;NA_10338311
10338312;NA_10338312
10338313;NA_10338313
10338314;NA_10338314
10338315;ENSMUSG00000093575 // ENSMUSG00000005982
10338316;ENSMUSG00000078552
10338317;NA_10338317
10338318;NA_10338318
10338319;NA_10338319
10338320;NA_10338320
10338321;NA_10338321
10338322;ENSMUSG00000008855
10338323;NA_10338323
10338324;NA_10338324
10338325;NA_10338325
10338326;NA_10338326
10338327;ENSMUSG00000024414
10338328;NA_10338328
10338329;NA_10338329
10338330;NA_10338330
10338331;ENSMUSG00000001016
10338332;ENSMUSG00000007036
10338333;NA_10338333
10338334;NA_10338334
10338335;NA_10338335
10338336;NA_10338336
10338337;NA_10338337
10338338;ENSMUSG00000029234
10338339;ENSMUSG00000030058
10338340;NA_10338340
10338341;ENSMUSG00000026965
10338342;NA_10338342
10338343;NA_10338343
10338344;ENSMUSG00000024740
10338345;ENSMUSG00000093575
10338346;ENSMUSG00000008855
10338347;ENSMUSG00000032112
10338348;ENSMUSG00000040688
10338349;ENSMUSG00000026878
10338350;ENSMUSG00000033020
10338351;NA_10338351
10338352;ENSMUSG00000065162
10338353;NA_10338353
10338354;ENSMUSG00000014355
10338355;NA_10338355
10338356;NA_10338356
10338357;NA_10338357
10338358;NA_10338358
10338359;NA_10338359
10338360;NA_10338360
10338361;NA_10338361
10338362;NA_10338362
10338363;NA_10338363
10338364;ENSMUSG00000024740
10338365;NA_10338365
10338366;ENSMUSG00000113328
10338367;ENSMUSG00000021266
10338368;NA_10338368
10338369;ENSMUSG00000001158
10338370;ENSMUSG00000025224
10338371;ENSMUSG00000040688
10338372;NA_10338372
10338373;ENSMUSG00000036299
10338374;ENSMUSG00000040688
10338375;ENSMUSG00000032803
10338376;ENSMUSG00000014355
10338377;NA_10338377
10338378;NA_10338378
10338379;ENSMUSG00000035505
10338380;ENSMUSG00000022100
10338381;NA_10338381
10338382;ENSMUSG00000029405
10338383;ENSMUSG00000026965
10338384;ENSMUSG00000020794
10338385;NA_10338385
10338386;NA_10338386
10338387;NA_10338387
10338388;NA_10338388
10338389;ENSMUSG00000021096
10338390;NA_10338390
10338391;NA_10338391
10338392;NA_10338392
10338393;NA_10338393
10338394;ENSMUSG00000022770
10338395;ENSMUSG00000010406
10338396;ENSMUSG00000028677
10338397;NA_10338397
10338398;ENSMUSG00000022770
10338399;ENSMUSG00000021327
10338400;NA_10338400
10338401;ENSMUSG00000038160
10338402;NA_10338402
10338403;NA_10338403
10338404;ENSMUSG00000034820
10338405;NA_10338405
10338406;NA_10338406
10338407;NA_10338407
10338408;ENSMUSG00000040688
10338409;NA_10338409
10338410;ENSMUSG00000019868
10338411;NA_10338411
10338412;NA_10338412
10338413;NA_10338413
10338414;ENSMUSG00000078923
10338415;ENSMUSG00000032112
10338416;NA_10338416
10338417;NA_10338417
10338418;NA_10338418
10338419;ENSMUSG00000014355
10338420;NA_10338420
10338421;ENSMUSG00000025224
10338422;NA_10338422
10338423;NA_10338423
10338424;ENSMUSG00000084603
10338425;NA_10338425
10338426;ENSMUSG00000025224
10338427;NA_10338427
10338428;NA_10338428
10338429;NA_10338429
10338430;NA_10338430
10338431;NA_10338431
10338432;ENSMUSG00000022898
10338433;NA_10338433
10338434;NA_10338434
10338435;NA_10338435
10338436;NA_10338436
10338437;ENSMUSG00000026553
10338438;NA_10338438
10338439;NA_10338439
10338440;ENSMUSG00000025224
10338441;NA_10338441
10338442;NA_10338442
10338443;NA_10338443
10338444;NA_10338444
10338445;NA_10338445
10338446;ENSMUSG00000014355
10338447;NA_10338447
10338448;NA_10338448
10338449;NA_10338449
10338450;ENSMUSG00000100201 // ENSMUSG00000003346
10338451;NA_10338451
10338452;NA_10338452
10338453;NA_10338453
10338454;NA_10338454
10338455;NA_10338455
10338456;NA_10338456
10338457;NA_10338457
10338458;NA_10338458
10338459;NA_10338459
10338460;ENSMUSG00000067851
10338461;NA_10338461
10338462;ENSMUSG00000026965
10338463;ENSMUSG00000024740
10338464;NA_10338464
10338465;ENSMUSG00000026553
10338466;ENSMUSG00000071659
10338467;NA_10338467
10338468;NA_10338468
10338469;ENSMUSG00000020459
10338470;ENSMUSG00000030058
10338471;ENSMUSG00000020368
10338472;ENSMUSG00000004207
10338473;ENSMUSG00000030751
10338474;ENSMUSG00000025261
10338475;NA_10338475
10338476;ENSMUSG00000028759
10338477;ENSMUSG00000032803
10338478;NA_10338478
10338479;ENSMUSG00000028677
10338480;NA_10338480
10338481;NA_10338481
10338482;NA_10338482
10338483;NA_10338483
10338484;NA_10338484
10338485;NA_10338485
10338486;ENSMUSG00000020708
10338487;NA_10338487
10338488;NA_10338488
10338489;NA_10338489
10338490;NA_10338490
10338491;NA_10338491
10338492;NA_10338492
10338493;ENSMUSG00000022770
10338494;NA_10338494
10338495;NA_10338495
10338496;ENSMUSG00000022365
10338497;NA_10338497
10338498;ENSMUSG00000026878
10338499;ENSMUSG00000005982
10338500;NA_10338500
10338501;NA_10338501
10338502;NA_10338502
10338503;NA_10338503
10338504;ENSMUSG00000004207
10338505;NA_10338505
10338506;NA_10338506
10338507;NA_10338507
10338508;NA_10338508
10338509;NA_10338509
10338510;ENSMUSG00000029405
10338511;ENSMUSG00000026965
10338512;ENSMUSG00000014355
10338513;NA_10338513
10338514;ENSMUSG00000020794
10338515;ENSMUSG00000024740
10338516;NA_10338516
10338517;ENSMUSG00000037373
10338518;NA_10338518
10338519;ENSMUSG00000040688
10338520;NA_10338520
10338521;NA_10338521
10338522;ENSMUSG00000027828
10338523;NA_10338523
10338524;ENSMUSG00000013160
10338525;NA_10338525
10338526;ENSMUSG00000029405
10338527;NA_10338527
10338528;ENSMUSG00000026965
10338529;ENSMUSG00000064493 // ENSMUSG00000021282
10338530;NA_10338530
10338531;NA_10338531
10338532;NA_10338532
10338533;NA_10338533
10338534;NA_10338534
10338535;NA_10338535
10338536;ENSMUSG00000093575 // ENSMUSG00000005982
10338537;NA_10338537
10338538;ENSMUSG00000034820
10338539;NA_10338539
10338540;ENSMUSG00000020794
10338541;ENSMUSG00000012819
10338542;NA_10338542
10338543;NA_10338543
10338544;ENSMUSG00000029234
10338545;ENSMUSG00000038848
10338546;NA_10338546
10338547;NA_10338547
10338548;NA_10338548
10338549;NA_10338549
10338550;NA_10338550
10338551;NA_10338551
10338552;ENSMUSG00000071415 // ENSMUSG00000064901
10338553;NA_10338553
10338554;NA_10338554
10338555;NA_10338555
10338556;ENSMUSG00000022770
10338557;NA_10338557
10338558;ENSMUSG00000088712 // ENSMUSG00000029405
10338559;NA_10338559
10338560;NA_10338560
10338561;ENSMUSG00000008855
10338562;NA_10338562
10338563;ENSMUSG00000020459
10338564;ENSMUSG00000030058
10338565;ENSMUSG00000038160
10338566;NA_10338566
10338567;ENSMUSG00000030058
10338568;NA_10338568
10338569;NA_10338569
10338570;NA_10338570
10338571;NA_10338571
10338572;NA_10338572
10338573;NA_10338573
10338574;NA_10338574
10338575;ENSMUSG00000028759
10338576;NA_10338576
10338577;NA_10338577
10338578;ENSMUSG00000030058
10338579;NA_10338579
10338580;NA_10338580
10338581;NA_10338581
10338582;NA_10338582
10338583;ENSMUSG00000022770
10338584;NA_10338584
10338585;ENSMUSG00000004207
10338586;NA_10338586
10338587;NA_10338587
10338588;NA_10338588
10338589;NA_10338589
10338590;NA_10338590
10338591;NA_10338591
10338592;NA_10338592
10338593;NA_10338593
10338594;NA_10338594
10338595;ENSMUSG00000020368
10338596;NA_10338596
10338597;NA_10338597
10338598;NA_10338598
10338599;ENSMUSG00000024740
10338600;NA_10338600
10338601;ENSMUSG00000070733
10338602;ENSMUSG00000005442
10338603;ENSMUSG00000005442
10338604;ENSMUSG00000021282
10338605;ENSMUSG00000008855
10338606;NA_10338606
10338607;NA_10338607
10338608;NA_10338608
10338609;NA_10338609
10338610;ENSMUSG00000019868
10338611;ENSMUSG00000026878
10338612;ENSMUSG00000002332
10338613;ENSMUSG00000029405
10338614;NA_10338614
10338615;ENSMUSG00000040688
10338616;ENSMUSG00000036733
10338617;NA_10338617
10338618;NA_10338618
10338619;ENSMUSG00000005442
10338620;NA_10338620
10338621;ENSMUSG00000067851
10338622;NA_10338622
10338623;ENSMUSG00000036733
10338624;NA_10338624
10338625;NA_10338625
10338626;NA_10338626
10338627;ENSMUSG00000029405
10338628;NA_10338628
10338629;NA_10338629
10338630;NA_10338630
10338631;NA_10338631
10338632;NA_10338632
10338633;NA_10338633
10338634;NA_10338634
10338635;ENSMUSG00000005442
10338636;ENSMUSG00000030751
10338637;ENSMUSG00000008855
10338638;NA_10338638
10338639;ENSMUSG00000015341
10338640;NA_10338640
10338641;ENSMUSG00000107171
10338642;NA_10338642
10338643;NA_10338643
10338644;ENSMUSG00000040688
10338645;NA_10338645
10338646;ENSMUSG00000013160
10338647;ENSMUSG00000078923
10338648;NA_10338648
10338649;NA_10338649
10338650;ENSMUSG00000026965
10338651;NA_10338651
10338652;NA_10338652
10338653;NA_10338653
10338654;ENSMUSG00000022100
10338655;ENSMUSG00000026553
10338656;NA_10338656
10338657;NA_10338657
10338658;NA_10338658
10338659;NA_10338659
10338660;NA_10338660
10338661;NA_10338661
10338662;ENSMUSG00000028677
10338663;NA_10338663
10338664;ENSMUSG00000055204
10338665;ENSMUSG00000020459
10338666;NA_10338666
10338667;NA_10338667
10338668;NA_10338668
10338669;NA_10338669
10338670;NA_10338670
10338671;NA_10338671
10338672;ENSMUSG00000037373
10338673;ENSMUSG00000004207
10338674;ENSMUSG00000022100
10338675;NA_10338675
10338676;NA_10338676
10338677;ENSMUSG00000022770
10338678;NA_10338678
10338679;ENSMUSG00000025261
10338680;NA_10338680
10338681;ENSMUSG00000030058
10338682;ENSMUSG00000088712 // ENSMUSG00000029405
10338683;ENSMUSG00000067851
10338684;NA_10338684
10338685;ENSMUSG00000034820
10338686;ENSMUSG00000022100
10338687;ENSMUSG00000019295
10338688;ENSMUSG00000005442
10338689;ENSMUSG00000092232 // ENSMUSG00000022194
10338690;ENSMUSG00000070733
10338691;NA_10338691
10338692;NA_10338692
10338693;ENSMUSG00000027598
10338694;NA_10338694
10338695;NA_10338695
10338696;NA_10338696
10338697;NA_10338697
10338698;ENSMUSG00000032112
10338699;NA_10338699
10338700;ENSMUSG00000027598
10338701;NA_10338701
10338702;NA_10338702
10338703;NA_10338703
10338704;NA_10338704
10338705;NA_10338705
10338706;NA_10338706
10338707;NA_10338707
10338708;ENSMUSG00000029234
10338709;ENSMUSG00000027598
10338710;NA_10338710
10338711;NA_10338711
10338712;ENSMUSG00000020794
10338713;ENSMUSG00000014355
10338714;NA_10338714
10338715;ENSMUSG00000020936
10338716;NA_10338716
10338717;NA_10338717
10338718;ENSMUSG00000028797
10338719;NA_10338719
10338720;NA_10338720
10338721;NA_10338721
10338722;NA_10338722
10338723;NA_10338723
10338724;NA_10338724
10338725;ENSMUSG00000026553
10338726;ENSMUSG00000008855
10338727;ENSMUSG00000055204
10338728;ENSMUSG00000118124 // ENSMUSG00000071659
10338729;NA_10338729
10338730;ENSMUSG00000037373
10338731;ENSMUSG00000020459
10338732;NA_10338732
10338733;ENSMUSG00000022898
10338734;NA_10338734
10338735;NA_10338735
10338736;ENSMUSG00000035505
10338737;NA_10338737
10338738;ENSMUSG00000008855
10338739;NA_10338739
10338740;NA_10338740
10338741;ENSMUSG00000028797
10338742;NA_10338742
10338743;ENSMUSG00000028797
10338744;NA_10338744
10338745;ENSMUSG00000026878
10338746;NA_10338746
10338747;NA_10338747
10338748;NA_10338748
10338749;NA_10338749
10338750;NA_10338750
10338751;ENSMUSG00000008855
10338752;NA_10338752
10338753;NA_10338753
10338754;NA_10338754
10338755;NA_10338755
10338756;NA_10338756
10338757;NA_10338757
10338758;ENSMUSG00000026553
10338759;NA_10338759
10338760;ENSMUSG00000022100
10338761;ENSMUSG00000040688
10338762;NA_10338762
10338763;ENSMUSG00000020519
10338764;ENSMUSG00000020936
10338765;NA_10338765
10338766;NA_10338766
10338767;ENSMUSG00000022770
10338768;NA_10338768
10338769;ENSMUSG00000035505
10338770;NA_10338770
10338771;NA_10338771
10338772;ENSMUSG00000022100
10338773;ENSMUSG00000055204
10338774;NA_10338774
10338775;NA_10338775
10338776;NA_10338776
10338777;NA_10338777
10338778;NA_10338778
10338779;ENSMUSG00000055204
10338780;ENSMUSG00000087260
10338781;NA_10338781
10338782;NA_10338782
10338783;ENSMUSG00000034820
10338784;NA_10338784
10338785;NA_10338785
10338786;ENSMUSG00000021327
10338787;NA_10338787
10338788;NA_10338788
10338789;ENSMUSG00000034820
10338790;NA_10338790
10338791;ENSMUSG00000034820
10338792;NA_10338792
10338793;NA_10338793
10338794;NA_10338794
10338795;NA_10338795
10338796;NA_10338796
10338797;ENSMUSG00000028759
10338798;NA_10338798
10338799;NA_10338799
10338800;NA_10338800
10338801;NA_10338801
10338802;ENSMUSG00000076129 // ENSMUSG00000076128 // ENSMUSG00000022193
10338803;NA_10338803
10338804;NA_10338804
10338805;NA_10338805
10338806;ENSMUSG00000026553
10338807;NA_10338807
10338808;NA_10338808
10338809;NA_10338809
10338810;ENSMUSG00000027598
10338811;ENSMUSG00000030058
10338812;ENSMUSG00000020088
10338813;NA_10338813
10338814;ENSMUSG00000026553
10338815;ENSMUSG00000037373
10338816;NA_10338816
10338817;ENSMUSG00000007036
10338818;NA_10338818
10338819;NA_10338819
10338820;NA_10338820
10338821;NA_10338821
10338822;NA_10338822
10338823;NA_10338823
10338824;NA_10338824
10338825;NA_10338825
10338826;ENSMUSG00000022898
10338827;NA_10338827
10338828;NA_10338828
10338829;ENSMUSG00000014355
10338830;ENSMUSG00000014355
10338831;ENSMUSG00000037373
10338832;ENSMUSG00000001018
10338833;NA_10338833
10338834;NA_10338834
10338835;ENSMUSG00000032803
10338836;ENSMUSG00000078713
10338837;ENSMUSG00000028677
10338838;NA_10338838
10338839;NA_10338839
10338840;NA_10338840
10338841;ENSMUSG00000028797
10338842;NA_10338842
10338843;ENSMUSG00000030751
10338844;NA_10338844
10338845;NA_10338845
10338846;NA_10338846
10338847;ENSMUSG00000020936
10338848;ENSMUSG00000037373
10338849;NA_10338849
10338850;NA_10338850
10338851;ENSMUSG00000026878
10338852;NA_10338852
10338853;ENSMUSG00000020936
10338854;ENSMUSG00000021556
10338855;NA_10338855
10338856;ENSMUSG00000024309
10338857;NA_10338857
10338858;NA_10338858
10338859;NA_10338859
10338860;NA_10338860
10338861;ENSMUSG00000079477
10338862;NA_10338862
10338863;NA_10338863
10338864;NA_10338864
10338865;ENSMUSG00000028677
10338866;NA_10338866
10338867;ENSMUSG00000026878
10338868;NA_10338868
10338869;NA_10338869
10338870;ENSMUSG00000014355
10338871;NA_10338871
10338872;ENSMUSG00000020088
10338873;NA_10338873
10338874;NA_10338874
10338875;ENSMUSG00000068328
10338876;ENSMUSG00000002332
10338877;ENSMUSG00000076128
10338878;NA_10338878
10338879;NA_10338879
10338880;ENSMUSG00000067851
10338881;ENSMUSG00000034820
10338882;NA_10338882
10338883;ENSMUSG00000021556
10338884;NA_10338884
10338885;ENSMUSG00000094365 // ENSMUSG00000036733
10338886;NA_10338886
10338887;ENSMUSG00000026965
10338888;NA_10338888
10338889;NA_10338889
10338890;ENSMUSG00000029446
10338891;ENSMUSG00000022770
10338892;ENSMUSG00000025224
10338893;NA_10338893
10338894;NA_10338894
10338895;ENSMUSG00000067851
10338896;NA_10338896
10338897;NA_10338897
10338898;ENSMUSG00000097763
10338899;ENSMUSG00000076128
10338900;NA_10338900
10338901;NA_10338901
10338902;ENSMUSG00000024740
10338903;NA_10338903
10338904;NA_10338904
10338905;NA_10338905
10338906;ENSMUSG00000022770
10338907;ENSMUSG00000026553
10338908;NA_10338908
10338909;NA_10338909
10338910;ENSMUSG00000022770
10338911;ENSMUSG00000098813 // ENSMUSG00000071415
10338912;NA_10338912
10338913;ENSMUSG00000026553
10338914;NA_10338914
10338915;NA_10338915
10338916;NA_10338916
10338917;NA_10338917
10338918;ENSMUSG00000022770
10338919;NA_10338919
10338920;ENSMUSG00000020368
10338921;NA_10338921
10338922;ENSMUSG00000098790
10338923;NA_10338923
10338924;NA_10338924
10338925;NA_10338925
10338926;ENSMUSG00000079477
10338927;ENSMUSG00000029447
10338928;NA_10338928
10338929;NA_10338929
10338930;NA_10338930
10338931;NA_10338931
10338932;NA_10338932
10338933;ENSMUSG00000029238
10338934;ENSMUSG00000020459
10338935;NA_10338935
10338936;ENSMUSG00000026553
10338937;NA_10338937
10338938;ENSMUSG00000027598
10338939;NA_10338939
10338940;NA_10338940
10338941;NA_10338941
10338942;NA_10338942
10338943;NA_10338943
10338944;NA_10338944
10338945;ENSMUSG00000020459
10338946;NA_10338946
10338947;ENSMUSG00000024309
10338948;ENSMUSG00000027598
10338949;NA_10338949
10338950;NA_10338950
10338951;NA_10338951
10338952;NA_10338952
10338953;NA_10338953
10338954;ENSMUSG00000025261
10338955;NA_10338955
10338956;NA_10338956
10338957;NA_10338957
10338958;NA_10338958
10338959;NA_10338959
10338960;ENSMUSG00000022898
10338961;NA_10338961
10338962;NA_10338962
10338963;ENSMUSG00000030751
10338964;NA_10338964
10338965;NA_10338965
10338966;NA_10338966
10338967;NA_10338967
10338968;ENSMUSG00000030751
10338969;NA_10338969
10338970;ENSMUSG00000024740
10338971;NA_10338971
10338972;ENSMUSG00000034820
10338973;ENSMUSG00000014355
10338974;ENSMUSG00000026965
10338975;NA_10338975
10338976;NA_10338976
10338977;ENSMUSG00000027598
10338978;ENSMUSG00000026878
10338979;NA_10338979
10338980;NA_10338980
10338981;ENSMUSG00000025224
10338982;NA_10338982
10338983;NA_10338983
10338984;ENSMUSG00000038160
10338985;NA_10338985
10338986;NA_10338986
10338987;ENSMUSG00000055204
10338988;ENSMUSG00000025156
10338989;NA_10338989
10338990;ENSMUSG00000020459
10338991;NA_10338991
10338992;ENSMUSG00000026553
10338993;ENSMUSG00000008855
10338994;ENSMUSG00000027598
10338995;ENSMUSG00000030751
10338996;ENSMUSG00000020088
10338997;NA_10338997
10338998;NA_10338998
10338999;NA_10338999
10339000;NA_10339000
10339001;NA_10339001
10339002;NA_10339002
10339003;NA_10339003
10339004;ENSMUSG00000028646
10339005;ENSMUSG00000024712
10339006;NA_10339006
10339007;NA_10339007
10339008;ENSMUSG00000029446
10339009;NA_10339009
10339010;NA_10339010
10339011;NA_10339011
10339012;NA_10339012
10339013;NA_10339013
10339014;NA_10339014
10339015;NA_10339015
10339016;ENSMUSG00000020459
10339017;NA_10339017
10339018;NA_10339018
10339019;NA_10339019
10339020;NA_10339020
10339021;NA_10339021
10339022;NA_10339022
10339023;ENSMUSG00000014355
10339024;NA_10339024
10339025;ENSMUSG00000020088
10339026;NA_10339026
10339027;NA_10339027
10339028;NA_10339028
10339029;NA_10339029
10339030;ENSMUSG00000021096
10339031;NA_10339031
10339032;NA_10339032
10339033;NA_10339033
10339034;ENSMUSG00000025224
10339035;ENSMUSG00000008855
10339036;ENSMUSG00000026553
10339037;ENSMUSG00000005442
10339038;NA_10339038
10339039;NA_10339039
10339040;NA_10339040
10339041;NA_10339041
10339042;NA_10339042
10339043;NA_10339043
10339044;NA_10339044
10339045;ENSMUSG00000098863
10339046;NA_10339046
10339047;NA_10339047
10339048;NA_10339048
10339049;NA_10339049
10339050;NA_10339050
10339051;ENSMUSG00000037373
10339052;ENSMUSG00000116121 // ENSMUSG00000031144
10339053;NA_10339053
10339054;NA_10339054
10339055;NA_10339055
10339056;NA_10339056
10339057;ENSMUSG00000034820
10339058;NA_10339058
10339059;ENSMUSG00000026553
10339060;NA_10339060
10339061;NA_10339061
10339062;ENSMUSG00000030058
10339063;ENSMUSG00000027598
10339064;ENSMUSG00000024740
10339065;ENSMUSG00000020368
10339066;ENSMUSG00000021096
10339067;NA_10339067
10339068;NA_10339068
10339069;NA_10339069
10339070;ENSMUSG00000001018
10339071;ENSMUSG00000035505
10339072;NA_10339072
10339073;NA_10339073
